,,,,,,,,,ATM_IV,VIX,IV_Skew,PCR,5_Day_Historical_RV,IVP,ATM_IV_minus_RV,FII_Derivative_Positioning,Days_to_Expiry,Event_Impact_Score,Next_5_Day_Volatility
44.86085542,26.88669193,6.631869962,0.5,24.80281994,80.86997985,20.05803549,1749315.858,4,0,34.34592179,,,,,,,,,
37.19655763,18.4573827,8.123422062,1.233222206,21.51235493,72.9078836,15.68420269,22814252.75,2,0,28.88441286,,,,,,,,,
47.00006473,50,4.615495837,1.524208959,26.98727019,74.15642411,20.01279454,-2302583.243,3,0,42.64793905,,,,,,,,,
50,39.80319796,8.925829238,0.6681119463,33.20315751,50.58808786,16.79684249,-47544345.86,7,0,40.83669665,,,,,,,,,
27.63228758,21.8586411,4.347488258,0.6830327072,14.48549736,90.75829351,13.14679021,-17131210.74,2,0,17.37725799,,,,,,,,,
50,42.05558956,7.867887895,0.8288945901,32.07472423,55.88598559,17.92527577,-57703513.99,7,0,50.11167856,,,,,,,,,
15.22914059,25.22549596,1.092390008,0.9794097862,7.079094408,95,5.611856083,-7498256.482,6,1,11.13908751,,,,,,,,,
19.47527442,39.53654085,5.92677016,1.031726137,11.27221874,72.77232515,8.203055675,14139376.65,5,0,14.03252018,,,,,,,,,
50,37.36245012,8.320467218,1.05994313,30.80237618,62.32513916,19.19762382,3737950.089,3,0,44.4341591,,,,,,,,,
43.96030122,47.12147443,7.350415573,1.086617099,23.53910563,86.75433942,20.42119559,41839713.67,6,0,33.87968707,,,,,,,,,
15.17668846,11.87162325,4.267703535,1.028011712,7.506062937,95,7.670625519,38480047.86,7,0,7.6206086,,,,,,,,,
27.65633296,50,9.294958699,1.180635496,11.34588892,95,11.70105521,7702066.624,3,1,18.8285955,,,,,,,,,
41.08055292,32.78653943,4.458377897,1.023244156,23.88781515,71.97283497,17.19273777,-71765429.75,7,0,32.19243662,,,,,,,,,
43.8662881,25.52358821,7.008549695,0.9534222854,24.50138258,79.03597057,19.36490552,20140348,4,0,32.45307834,,,,,,,,,
17.07432995,15.90174441,5.247944417,1.566306297,9.464018334,80.41311149,1.918868298,-23151167.3,5,2,15.69934818,,,,,,,,,
50,32.67642119,9.85743444,0.5358088033,27.84229117,79.58292186,20.5060057,26436851.77,5,1,39.52529161,,,,,,,,,
50,50,10,1.397738994,25.24300832,95,24.75699168,9379509.808,3,2,55.83849692,,,,,,,,,
20.69254647,11.21492259,3.900957185,1.311513655,11.7466623,76.15681749,8.94588417,19682509.45,1,0,14.61533389,,,,,,,,,
17.20980887,10,4.098362847,1.16552224,11.94079616,44.12614227,5.269012703,15050081.29,1,0,12.09842757,,,,,,,,,
50,50,9.83225721,1.34617022,33.2605369,50.32830091,16.7394631,71705427.48,4,2,60,,,,,,,,,
14.34464941,17.9575893,5.867428216,1.134765616,6.713338262,95,5.240536242,15635497.3,4,1,11.13900704,,,,,,,,,
32.3528996,30.0127734,1.189568959,0.8025254763,18.37793963,76.04203878,13.97495998,-38404193.48,7,0,22.35917862,,,,,,,,,
46.80263069,29.39149414,6.692886643,1.13406175,28.05267449,66.83839078,18.7499562,32139373.3,4,0,37.85285042,,,,,,,,,
34.86176199,32.5834125,3.971537665,0.9380166161,21.74716947,60.30482511,13.11459252,-12913288.73,4,0,28.09861883,,,,,,,,,
49.15324254,40.47102922,5.575658983,1.067264921,27.23417751,80.48366808,21.91906503,40355790.61,3,0,35.2415481,,,,,,,,,
50,22.43531153,9.002662697,0.8991235784,29.51109928,69.42777878,20.48890072,46286551.6,4,0,34.35490481,,,,,,,,,
46.382349,47.8341793,3.889810104,0.7871676993,27.73034027,67.26209828,18.65200873,18655364.97,7,0,36.8820653,,,,,,,,,
42.80612347,29.83157681,10,0.7429683719,21.49466825,95,14.17710131,-38329002.58,6,1,33.38602002,,,,,,,,,
31.66679831,31.08496262,3.340464652,0.8812957865,18.71099302,69.24167671,12.95580529,-13809566.14,1,0,22.90887463,,,,,,,,,
50,40.57690667,8.063694236,0.8412003663,24.98551534,95,19.77628358,40222545.51,2,1,42.38156747,,,,,,,,,
20.73953443,28.84129354,9.711235497,1.005520489,11.04725253,87.7347727,6.235692828,59970077.62,6,1,19.34427449,,,,,,,,,
50,50,5.117989739,1.510754397,25.93823152,92.76564771,17.44073024,1857784.035,6,1,45.58278925,,,,,,,,,
43.03493195,49.68410899,4.708328719,1.545418577,25.72695007,67.27568497,17.30798188,-8243982.465,1,0,37.15305044,,,,,,,,,
50,50,9.232248763,0.9254414146,27.83494371,79.63032555,22.16505629,-35403823.25,4,1,47.15035659,,,,,,,,,
50,50,4.920454666,0.6648440615,31.28037564,59.84462772,18.71962436,-35011480.14,3,1,60,,,,,,,,,
37.21231372,35.09549834,5.673052402,1.365691237,20.43151765,82.13191184,16.78079607,6983464.135,5,0,27.54361381,,,,,,,,,
10.73347204,18.84125191,0.890266589,1.227913689,9.672959025,10.96368765,1.060513014,21022444.57,7,0,13.07242888,,,,,,,,,
38.58311928,36.8024843,4.355392807,1.383839479,20.79136243,85.5728282,17.79175685,-44620649.53,2,0,27.504665,,,,,,,,,
50,47.75129503,6.736415973,1.173957186,31.52443189,58.60714058,18.47556811,24880108.18,2,0,47.92042071,,,,,,,,,
29.39661148,35.39396984,8.020938535,1.321183168,13.82160034,95,15.57501114,41168319.99,6,0,16.90004655,,,,,,,,,
29.05596295,30.96858234,2.987333692,1.171717093,12.91696433,95,16.13899863,18917706.24,4,0,17.33848038,,,,,,,,,
50,26.11353263,6.118772722,0.915058331,26.94589653,85.55701032,19.81315467,49585855,4,1,45.84001506,,,,,,,,,
50,31.66185984,9.810039716,1.075442083,16.77286113,95,18.71424266,10664094.74,2,2,32.53897339,,,,,,,,,
37.08596302,25.89122221,7.722031147,1.496622134,23.71102411,56.40810301,13.37493891,10961003.09,6,0,28.71122009,,,,,,,,,
32.74657774,24.69198807,6.450170725,0.8925911861,19.60433973,67.03739171,13.14223802,10387885.14,3,0,20.75195196,,,,,,,,,
37.90904199,39.16767957,2.460754128,1.395490697,25.54748645,48.38658223,12.36155554,40782692.02,2,0,36.94046028,,,,,,,,,
41.09020786,31.0841378,5.976248921,0.9887288065,24.31973792,68.95826754,16.77046994,16129183.48,6,0,34.88540956,,,,,,,,,
14.03198045,32.26910228,4.13080927,1.132900639,8.905488764,57.56552863,5.126491684,-15892612.06,3,0,11.76220325,,,,,,,,,
50,33.24194775,7.911934116,0.9197076727,29.46361091,69.70085628,20.53638909,12702950.94,1,0,36.9897552,,,,,,,,,
50,34.3247155,10,0.8191538033,28.25213891,76.9777508,21.74786109,13003423.29,4,2,50.81287195,,,,,,,,,
46.48394426,41.65915309,5.144811535,0.7863478407,27.07681785,71.67432492,19.40712641,-6370019.025,6,0,38.40191165,,,,,,,,,
38.34001947,25.38644335,7.468474506,0.8892378399,20.59610663,86.15178177,17.74391284,30677497.71,3,0,26.2546197,,,,,,,,,
10,10,1.352574806,0.5106172554,6.774837181,47.60502332,3.225162819,2744576.888,2,0,7.108839221,,,,,,,,,
21.43860043,24.54321556,7.040993701,1.093955342,12.24746542,75.04520067,9.191135004,21158610.57,7,0,15.99538306,,,,,,,,,
30.90244918,32.81234016,4.53709236,0.7916198893,18.34097433,68.48859078,12.56147485,15292808.33,1,0,24.76577943,,,,,,,,,
22.68455998,10,4.417785462,1.047416047,19.25819653,17.791715,3.426363442,-21773210.15,2,0,21.90209395,,,,,,,,,
38.55064495,29.62364352,4.328905101,1.182473858,22.32428739,72.68477274,16.22635756,-29386502.95,6,0,31.58014467,,,,,,,,,
20.2430212,29.58642924,2.843993785,0.7742694288,12.7733303,58.47880481,7.469690896,-21457904.81,1,0,15.5675874,,,,,,,,,
26.99733321,26.07319702,9.430779415,1.154688427,10.69066253,95,7.307559609,-2434742.742,5,2,19.56956749,,,,,,,,,
50,50,6.499938449,0.9007632327,32.31518851,54.7260044,17.68481149,47745811.11,1,1,60,,,,,,,,,
28.29701306,38.84897385,2.96736966,1.268109307,17.4551245,62.11292595,10.84188856,-1422352.759,7,0,23.87724934,,,,,,,,,
50,50,5.929480553,1.213696648,29.45715458,69.7380508,20.54284542,11212639.62,6,0,47.84867421,,,,,,,,,
50,50,7.433496587,0.5,34.58503315,44.5712074,15.41496685,26190473.26,3,1,59.28666091,,,,,,,,,
50,28.61846655,8.23373353,1.131193956,28.28063071,76.79945159,21.71936929,-10765592,5,1,47.75298908,,,,,,,,,
42.77763305,39.20141537,6.509358375,1.383659744,25.27890148,69.22267401,17.49873157,-12440166.96,6,0,37.04874116,,,,,,,,,
38.57288143,30.29833141,5.712865703,1.249057544,17.26211744,95,8.453136849,31547373.59,1,2,33.49396934,,,,,,,,,
50,45.43022013,8.88037566,0.6465877398,28.36373203,76.28145673,21.63626797,17045108,1,0,45.56732786,,,,,,,,,
50,50,8.723892051,1.534539673,31.53122418,58.57297423,18.46877582,-16919665.54,3,0,46.94584515,,,,,,,,,
22.72597783,23.38499169,4.721100189,1.216443797,8.131448167,95,7.019203718,-12370368.14,7,2,15.85618437,,,,,,,,,
24.24788891,31.67033466,7.2098566,1.20856087,16.55520587,46.46685219,7.69268304,2559501.155,4,0,22.11133475,,,,,,,,,
44.25626535,27.91771649,4.960093346,1.374885672,28.50778226,55.24275075,15.7484831,9888625.668,4,0,39.65272614,,,,,,,,,
50,48.25457461,7.882344123,0.5,29.81983294,67.67364222,20.18016706,37319331.39,6,1,55.20269382,,,,,,,,,
23.93721372,41.38515481,2.450940908,1.056843946,12.36138173,93.64512994,11.57583199,15959850.34,7,0,17.75887059,,,,,,,,,
50,31.70820087,7.502048992,1.281374661,29.2170487,71.13295911,20.7829513,-29505195.5,6,0,36.71239397,,,,,,,,,
48.22498779,50,3.549265344,1.317618559,24.08286131,95,16.10462852,-23588356.43,4,1,42.09467308,,,,,,,,,
37.40797394,39.16360045,6.480972205,0.7800531409,24.22132679,54.442299,13.18664715,9291675.604,5,0,34.7404839,,,,,,,,,
43.43494589,20.00188541,7.530589796,1.08944754,26.70212769,62.66473742,16.7328182,4283429.347,6,0,35.98547209,,,,,,,,,
50,50,9.262689747,1.044426826,30.8237566,62.21254484,18.75614593,-25319158.89,4,1,55.08754338,,,,,,,,,
40.17596243,30.74324646,10,1.430900622,16.76904279,95,10.01493216,31586911.73,5,2,32.67671207,,,,,,,,,
36.42834346,32.39410273,4.193738612,1.351827054,23.5494441,54.68876164,12.87889935,-67437945.92,4,0,31.22217819,,,,,,,,,
49.98125236,50,4.877271536,0.8865976303,29.58792945,68.92446781,20.39332291,10068724.18,3,0,47.24711102,,,,,,,,,
43.47168884,41.48437627,5.768594718,0.7381116729,26.41279322,64.58573112,17.05889561,-46408813.85,5,0,36.92453904,,,,,,,,,
50,47.58374714,5.19858997,1.40663284,30.05675012,66.35198348,19.94324988,26420953.7,7,0,44.67743064,,,,,,,,,
50,44.98055175,7.288809694,1.166217331,29.12408873,71.67919129,20.87591127,-7949700.841,4,0,39.65725078,,,,,,,,,
32.48934474,32.42286648,1.843734265,1.262936694,18.26808698,77.84754783,8.806366963,22431797.75,2,1,30.4708506,,,,,,,,,
16.57760166,33.76733505,3.658072759,0.9364999054,11.92784495,38.98237057,4.649756717,-11729825.92,4,0,14.83075194,,,,,,,,,
30.58399141,26.25862439,7.861525494,0.5,20.76197245,47.30773522,9.822018956,39772307.24,2,0,29.77307328,,,,,,,,,
50,50,6.689609046,0.6774062821,28.47260109,75.60741938,21.52739891,-55974001.25,2,1,49.4660949,,,,,,,,,
50,47.97477333,7.562968137,1.341194363,30.7016183,62.85786472,19.2983817,26384689.54,1,1,54.3858704,,,,,,,,,
50,34.56730813,8.897025824,0.6922741949,29.23170998,71.04712671,15.84658317,-18235447.98,7,1,41.67188755,,,,,,,,,
50,50,7.870645253,1.108498318,33.00579285,51.48855909,16.99420715,11252997.96,6,0,47.72089084,,,,,,,,,
50,50,8.581300109,1.134842174,26.98273684,85.30366398,23.01726316,12512697.78,4,2,55.44441942,,,,,,,,,
50,50,10,1.124933811,29.99422764,66.69874151,20.00577236,-41772636.05,1,2,60,,,,,,,,,
47.02971272,30.15496609,10,1.696012217,23.13642391,95,16.05500335,29922449.92,1,1,35.36930837,,,,,,,,,
42.94197189,27.89989747,3.648629962,1.077392794,28.94686427,48.34757743,13.99510762,11811074.23,5,0,37.63711842,,,,,,,,,
50,47.34462143,7.033190604,0.8232185045,25.58130036,95,24.41869964,3508231.715,2,0,41.34991464,,,,,,,,,
23.61754551,31.97940571,6.368465979,0.536281064,12.07589405,95,11.54165146,11555344.64,1,0,16.54385762,,,,,,,,,
50,50,9.925686856,0.5973616755,32.86606524,52.13260132,17.13393476,3756946.039,7,0,47.6274869,,,,,,,,,
23.4151652,25.50054324,7.179943314,1.538908247,10.76814279,95,8.744494878,25040368.34,4,1,18.14155273,,,,,,,,,
50,37.85135371,4.968156553,1.369000172,27.39708024,82.50119926,22.60291976,-14142665.61,3,0,31.78697677,,,,,,,,,
30.63530234,47.82238126,5.611199157,1.477174622,18.34172545,67.02519301,7.187693162,25085511.95,4,1,33.54227907,,,,,,,,,
50,38.52901066,5.801438348,0.8977276368,27.13637061,84.25455904,22.86362939,17168933.57,2,0,40.76550591,,,,,,,,,
46.42475039,38.25906933,5.392367752,0.9503105769,29.89892234,55.27232003,16.52582804,-5160529.842,5,0,38.39320656,,,,,,,,,
41.17865545,16.41740444,7.16763226,0.7060836326,21.58668101,90.75954951,19.59197444,55387335.72,4,0,19.99262115,,,,,,,,,
22.70001395,10,1.986000725,0.5933657491,10.73494575,95,11.9650682,13548049.07,4,0,10.70256938,,,,,,,,,
29.36468564,44.78309636,4.109599253,1.053325032,18.01909403,62.96427329,11.34559161,5850002.305,6,0,25.73549389,,,,,,,,,
46.0072208,38.48723482,6.248431652,0.6414118709,25.90771438,77.58116415,20.09950642,17218824.53,1,0,33.64592572,,,,,,,,,
50,50,4.292959013,0.6927914227,30.54467013,63.69467989,19.45532987,-3143018.667,6,0,47.22891054,,,,,,,,,
42.96341384,28.06053596,8.747363819,0.7815183393,25.08579674,71.26589317,10.71704813,36033014.74,4,1,37.17198371,,,,,,,,,
50,50,8.365329736,1.308095879,29.68997222,68.40702858,20.31002778,-640727.6909,2,0,43.90950608,,,,,,,,,
50,38.45669482,5.775766736,1.023442919,33.25557464,50.35073229,16.74442536,24582848.43,3,0,48.90590729,,,,,,,,,
50,42.42945131,4.119666645,0.7591526668,30.64858351,63.13967654,19.35141649,-32048400.21,1,0,44.25248547,,,,,,,,,
46.66848846,39.27623442,10,0.5842036173,25.24598908,84.85506079,13.64441797,-53874611.97,7,1,38.8793227,,,,,,,,,
47.58383863,50,10,0.878680773,23.84383752,95,23.74000111,12079005.86,4,0,39.47148523,,,,,,,,,
50,50,8.773859948,0.9703464396,29.69547447,68.37582459,17.67596732,-11514194.83,3,1,52.98497668,,,,,,,,,
50,23.94235238,10,1.037853371,28.88930568,73.07442609,17.65032517,-5779889.948,4,2,54.11710184,,,,,,,,,
36.66287655,49.67223472,4.325713644,0.8790772033,21.27758743,72.3074887,15.38528912,-70242101.48,5,0,33.69176884,,,,,,,,,
50,43.59852023,7.15835649,0.955892373,33.79106181,47.96812328,16.20893819,51018766.16,2,0,45.20225752,,,,,,,,,
50,42.84297773,4.580072172,0.8403494311,29.01358323,72.33307448,20.98641677,3136709.458,5,0,37.16159927,,,,,,,,,
30.8896835,28.23646048,6.138627176,1.125461727,15.31606166,95,15.57362184,40037235.84,1,0,18.49300044,,,,,,,,,
13.35982369,28.19917136,4.511036824,1.415359614,9.579808301,39.4581527,3.780015388,-41777370.76,7,0,13.88808701,,,,,,,,,
50,50,9.224042537,1.403867727,25.15043232,95,21.51254259,2959468.035,3,1,44.63149803,,,,,,,,,
50,45.05735961,10,1.266711137,28.85342934,73.28962673,18.9803302,12225581.67,5,1,52.74571124,,,,,,,,,
48.60616632,27.88188916,4.528352695,1.087814645,31.84342831,52.64112216,16.762738,4019013.602,4,0,39.12560053,,,,,,,,,
42.18281797,29.95952325,6.474905444,1.476588078,26.30664741,60.35041376,15.87617056,7004931.305,5,0,33.45185235,,,,,,,,,
50,36.07591687,8.661469541,0.7585100557,29.50522364,69.46151847,20.49477636,-41697451.01,6,1,55.65570146,,,,,,,,,
34.18450125,27.19875269,4.845619492,0.6234593884,19.80844826,72.57536179,14.37605299,9510343.527,3,0,24.87509371,,,,,,,,,
38.08517978,28.1234535,0.893500852,1.615891607,25.38179312,50.04920886,12.70338665,-25280410.87,7,0,30.40121666,,,,,,,,,
50,39.92087546,7.17395115,0.6485036958,27.56017005,81.42123186,22.43982995,-18531434.31,4,0,38.71756777,,,,,,,,,
50,50,10,1.307059193,31.55011015,58.47805212,18.44988985,495232.8468,7,2,60,,,,,,,,,
42.62930168,24.01705408,5.651501645,1.03957839,29.96479856,42.26460293,12.66450313,-10557353.71,1,0,33.22282971,,,,,,,,,
49.77267633,42.46200463,8.127419075,0.9757364506,20.99594404,95,12.18584018,-8832542.547,5,2,44.84396056,,,,,,,,,
48.94065283,30.41986694,6.451808588,0.6146247203,23.99428966,95,16.7895877,33719273.88,2,1,39.18172212,,,,,,,,,
50,24.1688583,9.264201815,1.415904819,29.67986919,68.46435432,20.32013081,-4681496.299,7,0,37.5804062,,,,,,,,,
35.4672912,10,5.438571742,0.9807447516,20.31961396,74.54707193,15.14767724,-11906851.68,3,0,21.98742822,,,,,,,,,
24.8410267,21.09570061,7.703247058,1.199478149,13.60252589,82.62069048,11.23850081,-3690622.955,2,0,14.74692752,,,,,,,,,
31.35784594,15.05123194,6.154964343,0.9359629662,15.91447437,95,10.21706392,-33344627.48,6,1,24.58164427,,,,,,,,,
47.44298781,33.58056199,7.454201787,1.580546212,29.82476175,59.07247877,17.61822606,4876869.298,4,0,44.85177631,,,,,,,,,
50,50,9.759070837,0.8929980597,33.22154698,50.50473123,16.77845302,21655215.84,2,2,60,,,,,,,,,
50,38.54148677,7.346554001,1.015359371,26.08692005,91.66693463,23.91307995,9419510.225,7,0,37.30555515,,,,,,,,,
32.47323711,18.0233754,6.247976546,0.9816988084,14.60584909,95,17.86738802,1099704.409,3,0,14.67100933,,,,,,,,,
50,40.35506144,10,0.7369678656,31.76232309,57.41921603,15.74128395,18044323.4,7,1,52.16789496,,,,,,,,,
50,33.40439312,8.707337223,1.142629205,30.11427352,66.03422282,19.88572648,-16623369.25,3,0,46.81345209,,,,,,,,,
28.06664398,30.95425535,7.353952911,0.5,17.05900391,64.52686289,11.00764007,1177434.194,2,0,24.11511012,,,,,,,,,
50,20.22772589,6.740197051,1.488749909,29.52729484,69.33484853,18.01387727,41949241.67,2,1,45.66501179,,,,,,,,,
46.90990425,28.57982283,7.86131709,1.620371901,18.39024234,95,12.88302716,-8822272.352,4,2,31.43488669,,,,,,,,,
12.52476629,10,6.900668539,1.557310703,11.46517295,9.241843478,1.059593339,18236581.75,2,0,13.68085726,,,,,,,,,
38.44853164,22.51285028,9.688295744,1.478332718,24.05277642,59.85070068,14.39575522,18986956.02,3,0,30.10892363,,,,,,,,,
50,32.74109882,6.708062737,0.9518919757,29.10479957,71.79297142,20.89520043,-22730333.69,6,0,37.64802363,,,,,,,,,
44.96276957,49.21381846,7.645879538,0.6767871769,26.26129653,71.21306069,18.70147304,20638249.69,7,0,36.47336713,,,,,,,,,
50,48.2460231,8.518786675,1.439962258,29.71293793,68.27686349,20.28706207,-18205447.87,6,0,40.69961382,,,,,,,,,
23.32629626,24.35571094,3.975943172,0.5296421724,12.44156613,87.48681647,10.88473013,12871886.71,2,0,14.42992745,,,,,,,,,
50,50,4.227519049,0.9903158167,30.49936454,63.93784184,14.70128512,-18688814.59,1,2,60,,,,,,,,,
50,48.52236679,8.356408311,0.610235091,30.01280323,66.59556797,19.5953408,8431808.912,3,1,53.2513514,,,,,,,,,
50,35.36418925,3.325549715,1.358377666,23.75407949,95,19.73772166,3876714.883,3,1,39.46983054,,,,,,,,,
50,50,9.550608702,1.322295404,30.81040413,62.28284378,19.18959587,3358144.695,4,1,59.22078141,,,,,,,,,
50,50,7.259439448,1.393595122,28.89714288,73.02748651,14.46795197,8158835.637,4,1,48.16574832,,,,,,,,,
44.81178589,38.35756978,4.101003392,1.086086756,29.00870428,54.4770337,15.80308161,-15919659.59,5,0,34.42111179,,,,,,,,,
33.02481149,25.85001384,5.004705368,0.6801295204,14.99278477,95,12.52789147,-34990471.14,4,1,24.54327393,,,,,,,,,
50,50,10,0.6331314941,27.78185741,79.97356788,22.21814259,2448193.959,1,1,46.58627276,,,,,,,,,
49.2825675,28.21624914,6.566750408,0.724561905,27.49592832,79.23587422,13.57287793,33083798.68,4,1,42.05382334,,,,,,,,,
50,41.01693059,9.139497289,1.181236267,26.75137928,86.90625058,23.24862072,17497318.09,7,0,36.86860429,,,,,,,,,
50,40.67215148,10,1.343932261,30.74183512,62.64481222,19.25816488,13417430.51,5,0,42.79765316,,,,,,,,,
25.39931743,34.45446253,5.465908642,0.931757122,14.10253986,80.10456041,11.29677757,-15326608.36,3,0,16.11429253,,,,,,,,,
27.6409677,20.91637949,8.815517108,1.000204846,19.21186671,43.87445069,8.429100986,5594736.369,4,0,23.04177525,,,,,,,,,
50,40.5505325,7.21052095,1.324595443,27.89053154,79.27230939,22.10946846,-24914871.93,5,1,52.49309062,,,,,,,,,
19.75635683,19.10529654,4.767309629,1.033411781,10.26087622,92.54064088,9.49548061,-12707636.34,4,0,11.90089575,,,,,,,,,
44.77632087,43.06521452,9.050098242,1.220391264,23.62221743,89.55172606,13.6913833,10712958.12,4,1,41.39113393,,,,,,,,,
25.21294287,23.28412005,7.116602045,1.268394156,16.71879745,50.80595925,8.494145419,-54499899.97,3,0,22.12431029,,,,,,,,,
19.40710823,25.48006287,1.162752576,1.014080471,14.36345854,35.11445156,5.04364969,51886193.23,5,0,19.85676197,,,,,,,,,
50,41.81807334,6.590138899,1.229208934,30.94585427,61.57253103,19.05414573,-40025108.72,4,0,47.81808797,,,,,,,,,
20.22957273,18.74152507,7.248132706,0.8097142457,10.81375558,87.07259083,6.044221694,56661459.26,3,1,15.57577055,,,,,,,,,
43.75254023,46.07437307,8.303844142,1.080045519,23.97450239,82.4961349,12.4859478,-25167081.99,6,1,43.56336808,,,,,,,,,
34.91316581,34.32269082,5.395449023,1.137341683,18.20668093,91.76018926,16.70648488,-25463440.06,5,0,27.5757684,,,,,,,,,
32.54601962,28.26120707,3.819588192,0.989497717,17.76830898,83.16891982,14.77771065,-11928003.07,2,0,22.12989701,,,,,,,,,
33.40198445,21.16863979,7.529007971,1.063821933,14.12739913,95,13.70758792,-13182694.1,5,1,23.50895807,,,,,,,,,
50,36.88151649,7.547698166,1.165239272,24.62862358,95,25.37137642,-18150339.59,4,0,32.55847267,,,,,,,,,
50,36.79258076,8.863720789,1.109242089,29.68727975,68.42230217,16.98432737,-11117088.86,4,1,49.84573448,,,,,,,,,
40.107677,16.17978208,6.576410053,1.663759312,26.92397643,48.96639471,13.18370057,2751454.247,5,0,37.18469052,,,,,,,,,
34.59941097,24.73625756,6.386453864,1.093713463,21.87163651,58.19305955,12.72777446,-26922607.33,7,0,25.05212809,,,,,,,,,
50,33.2394049,8.631513079,1.177126618,30.76014828,62.54798105,19.23985172,25221416.96,3,0,34.15767847,,,,,,,,,
37.86780195,35.70842258,7.587663827,1.261694614,22.89060604,65.42944242,14.9771959,42366553.04,7,0,32.40523845,,,,,,,,,
22.85471032,31.42715897,4.630458377,1.021862229,13.82311388,65.33691693,9.031596436,-58341197,7,0,19.49364526,,,,,,,,,
41.09795487,33.32731526,8.151576674,0.974884612,28.04921978,46.52084865,13.04873508,55661632.01,5,0,36.36386916,,,,,,,,,
27.84816969,25.46804899,6.817270563,1.368764435,17.02245478,63.59667307,6.184353298,23176194.28,4,1,26.08497943,,,,,,,,,
50,38.1325814,10,1.079432593,28.25779101,76.94235186,20.78862926,7726820.146,4,1,49.64390428,,,,,,,,,
50,43.41313288,8.217416398,1.251840551,32.21760469,55.19465363,17.78239531,-17226945.81,7,0,44.32026169,,,,,,,,,
50,50,8.575878065,0.9054739806,32.45885494,54.04117026,17.54114506,4998487.159,1,0,47.26795819,,,,,,,,,
47.13571406,48.07152678,10,0.9331837898,20.15507228,95,11.26873709,26923590.45,3,2,43.65618241,,,,,,,,,
50,50,5.279845699,0.7489237889,30.77516143,62.46868476,19.22483857,78297408.23,1,0,49.06974164,,,,,,,,,
37.89437412,35.45700213,4.910947905,1.405660804,23.44317038,61.64355549,14.45120374,65758007.68,6,0,31.74210218,,,,,,,,,
46.36100292,37.90021156,3.939615918,0.6052552551,24.85257303,86.54407681,21.50842989,-45858586.26,4,0,32.30479235,,,,,,,,,
50,21.70169144,10,0.9525538467,23.38771656,95,20.82742219,-6234630.336,7,1,37.3764223,,,,,,,,,
50,50,8.606669786,0.9680988992,31.56658278,58.39535231,18.43341722,2325728.343,3,0,48.3082062,,,,,,,,,
50,50,3.929227024,0.5,27.79924143,79.8610229,22.20075857,40306668.18,7,0,39.1283448,,,,,,,,,
36.8033735,40.52256255,8.000406508,1.320931436,15.62311602,95,15.0463619,-2515654.081,3,1,25.20899588,,,,,,,,,
26.40544449,12,8.587653213,0.7515411181,9.051781237,95,12.95275584,-22657474.71,3,1,12.45678648,,,,,,,,,
12,21.94542812,6.929679601,0.9633828604,5.048585877,95,4.951414123,1613667.176,6,1,8.370315807,,,,,,,,,
33.13227421,28.78838479,4.924699664,0.5955858664,20.62803688,60.61767973,12.50423733,-11560046.1,5,0,24.51498267,,,,,,,,,
29.27978985,32.46390207,5.767665333,1.050417942,18.47771553,58.4600098,10.80207431,29595407.46,5,0,28.03007522,,,,,,,,,
30.08732733,28.90238705,1.653369651,1.053542999,16.74485388,79.6810384,8.327918894,71627750.95,7,1,28.78419215,,,,,,,,,
50,33.36951381,6.623742956,1.098732034,29.21700265,71.1332288,20.78299735,27316770.78,4,0,40.92975713,,,,,,,,,
50,50,9.180777988,0.5,30.21455823,65.48314103,19.78544177,28525578.47,6,2,60,,,,,,,,,
41.55157194,50,6.296316732,0.9933163062,26.62257927,56.07643238,14.92899267,37067647.96,3,0,45.60020117,,,,,,,,,
50,50,7.380094123,1.246983975,27.82669686,79.68356164,17.0045378,13636220.97,7,2,58.38364277,,,,,,,,,
43.38642285,36.04733733,4.539441571,1.39105238,24.8621155,74.50817029,18.52430735,-11962299.55,3,0,32.25352987,,,,,,,,,
50,50,10,0.8507287485,30.58161466,63.49692635,19.38892652,-9006546.55,3,2,60,,,,,,,,,
28.26994761,20.92073213,2.266836712,1.141462714,12.99350575,95,15.27644186,32880075.47,5,0,13.69865607,,,,,,,,,
12.53282682,10,0.7576154814,0.9741790922,7.519942205,66.66121206,5.01288462,8668126.476,4,0,7.547572096,,,,,,,,,
37.7451931,29.93761498,4.095539595,0.648329874,21.41031184,76.29445748,16.33488126,-29468305.7,3,0,26.18690779,,,,,,,,,
46.96554795,33.18263419,7.087617623,0.7344253942,31.2164822,50.45112276,15.74906576,39273661.27,7,0,41.13459648,,,,,,,,,
42.71594114,46.68964723,7.010512951,0.8762758545,23.67511645,80.42547425,19.04082469,-23223458.46,3,0,34.23151794,,,,,,,,,
50,40.91764753,8.19585395,0.9023166844,26.5481479,88.3370553,17.30983665,-33821456.49,7,1,41.5387435,,,,,,,,,
37.53497191,34.43716367,4.091049969,0.6952363519,21.66331764,73.26511354,15.87165427,-26306861.38,2,0,28.3000203,,,,,,,,,
23.00623403,12,3.554260097,1.047838752,10.38666686,95,8.785194836,9191590.166,6,1,14.46619039,,,,,,,,,
26.60818727,30.90211399,5.095221238,0.5,16.71957611,59.14391065,9.888611156,29181725.15,1,0,21.09445408,,,,,,,,,
49.82463376,46.4501075,4.825655196,1.126057463,29.05837361,71.46394509,20.76626016,7641008.86,6,0,43.19759885,,,,,,,,,
